CpG,coef
cg18987833,-0.015633859743939278
cg11204212,0.015614295645688066
cg08619515,-0.015605011395701645
cg03071876,0.014992522090795914
cg09946915,0.014918170764674442
cg22115706,0.013982052327397868
cg01803886,-0.013962420428198891
cg13862860,-0.013711689751434249
cg21692159,-0.013604774488867205
cg03706720,0.013364551159609429
cg03125498,0.01316332181422307
cg02711397,0.012473213774469326
cg03041696,0.012322486201638897
cg13313423,0.011460149164188764
cg05346491,-0.011376816128367011
cg27257822,-0.010414109423463895
cg04359915,-0.009866708369956942
cg26331343,-0.009852270397281539
cg27541349,0.009781308187644402
cg14314889,0.00945417378045692
cg18240463,-0.00844214092875248
cg15498274,-0.007340201058567066
cg01233934,-0.007078600688111152
cg22692511,0.006215191142072851
cg26002632,-0.0045884625618285236
cg08736072,0.004102737023852536
cg04239645,-0.0026506268233899666
cg11540476,-0.002251826241072024
cg06639923,-0.0019177773311926845
cg21714878,-0.0014957935050079728
cg07264682,-0.00141131006162805
